vigencia,ID_acuerdo,fec_sanc,titulo,articulado,tema,alcalde,pre_concejo,estado_acuerdo,obs_vigencia
2016,AD-006-2016,2016-06-13,"Por medio del cual se adopta el Plan de Desarrollo del Distrito Turistico y Cultural de Cartagena de Indias 2016-2019 ""Primero la Gente para una Cartagena sostenible y competitiva""",33,Plan de Desarrollo,Manuel Vicente Duque,Javier Wadi Curi,Vigente,No aplica
2016,AD-007-2016,2016-07-28,Por el cual se autoriza al alcalde para realizar las modificaciones presupuestales necesarias a fin de implementar las disposiciones contenidas en el acuerdo 001 del 7 de enero de 2016 con relación con el fondo distrital para la gestión del riesgo de desastre el concejo distrital de cartagena de indias d t y c,2,Finanzas Publicas,Luz Estela Caceres,Javier Wadi Curi,Derogado,Derogado por el acuerdo 195 de 2025
2016,AD-008-2016,2016-07-28,Por medio del cual se efectua una incorporacion y un traslado presupuestal entre unidades ejecutoras en el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento inversion y de servicio de la deuda del distrito de cartagena de indias para la vigencia fiscal 2016 por valor de 6919470310300,4,Finanzas Publicas,Luz Estela Caceres,Javier Wadi Curi,Derogado,Derogado por el acuerdo 195 de 2025
2016,AD-009-2016,2016-10-25,"Por medio del cual se efectúa una incorporación y unos traslados presupuestales entre unidades ejecutoras en el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento y de servicio de la deuda del distrito de cartagena de indias para la vigencia fiscal 2016 por valor de veinticinco mil ochocientos cuarenta y cuatro millones setecientos doce mil setecientos sesenta y dos pesos m cte $25.844.712.762,00",6,Finanzas Publicas,Manuel Vicente Duque,Javier Wadi Curi,Derogado,Derogado por el acuerdo 195 de 2025
2016,AD-010-2016,2016-10-27,Por medio del cual se autoriza al alcalde mayor del distrito turistico y cultural de cartagena de indias para la asuncion de compromisos con cargo al presupuesto de vigencias futuras ordinarias 2017,7,Vigencias futuras,Manuel Vicente Duque,Javier Wadi Curi,Derogado,Derogado por el acuerdo 195 de 2025
2016,AD-011-2016,2016-11-22,Por medio del cual se autoriza al alcalde mayor del distrito turistico y cultural de cartagena de indias para la asuncion de compromisos con cargo a presupuestos de vigencias futuras ordinarias 2017,9,Vigencias futuras,Manuel Vicente Duque,Javier Wadi Curi,Derogado,Derogado por el acuerdo 195 de 2025
2016,AD-012-2016,2016-11-22,Por medio del cual se fomenta la practica de actividades deportivas novedosas y se ratifica la necesidad de apoyo al sistema deportivo distrital de cartagena de indias y se dictan otras disposiciones,7,deporte y recreacion,Manuel Vicente Duque,Javier Wadi Curi,Vigente,No aplica
2016,AD-013-2016,2016-11-28,Por medio del cual se adopta y reglamenta la educacion vial como mecanismo para la prestacion del servicio social obligatorio por parte de los estudiantes de educacion media en el distrito de cartagena de indias,4,movilidad,Manuel Vicente Duque,Javier Wadi Curi,Vigente,No aplica
2016,AD-014-2016,2016-11-28,Por medio del cual se dictan disposiciones para el diseño e implementación de la cátedra de la paz como medio para la promoción garantía y fortalecimiento de una educación para la convivencia pacífica en el distrito turístico y cultural de cartagena de indias y se dictan otras disposiciones,7,Convivencia,Manuel Vicente Duque,Javier Wadi Curi,Vigente,No aplica
2016,AD-015-2016,2016-11-29,Por el cual se reglamenta el sistema de emergencias medicas para el distrito de cartagena,7,Salud,Manuel Vicente Duque,Javier Wadi Curi,Vigente,No aplica
2016,AD-016-2016,2016-11-29,Por medio del cual se establece como obligatorio la revision general anual de los sistemas de transporte vertical en edificaciones y puertas electricas en el distrito de cartagena y se dictan otras dispociones,6,Gestion de riesgos y emergencias,Manuel Vicente Duque,Javier Wadi Curi,Vigente,No aplica
2016,AD-017-2016,2016-12-16,"Por medio del cual se efectúa una incorporación en el presupuesto de rentas, recursos de capital y recursos de fondos especiales; apropiaciones de funcionamiento y de servicio de la deuda del distrito de cartagena de indias para la vigencia fiscal 2016, por valor de cuarenta y seis mil noventa y un millones novecientos treinta y un mil cuarenta y dos pesos m.cte ($46.091.931.042,00) y un traslado presupuestal entre unidades ejecutoras",6,Finanzas Publicas,Manuel Vicente Duque,Javier Wadi Curi,Derogado,Derogado por el acuerdo 195 de 2025
2016,AD-018-2016,2016-12-19,Por el cual se aprueba el prespuesto de rentas recursos de capital y recursos de fondos espciales apropiaciones de funcionamiento y de servicio de la deuda del distrito de cartagena de indias para la vigencia fiscal de 2017,111,Finanzas Publicas,Manuel Vicente Duque,Javier Wadi Curi,Derogado,Derogado por el acuerdo 195 de 2025
2016,AD-019-2016,2016-12-26,Por medio del cual se autoriza al calde mayor del distrito turistico y cultural de cartagena de indias para la asuncion de compromisos con cargo a presupuestos de vigencias futuras ordinarias 2017,7,Vigencias futuras,Manuel Vicente Duque,Javier Wadi Curi,Derogado,Derogado por el acuerdo 195 de 2025
2016,AD-020-2016,2016-12-26,"Por medio del cual se establece el sistema de seguridad, salvamento y rescate nautico y maritimo en el distrito de cartagena y se dictan otras disposiciones",7,Gestion de riesgos y emergencias,Manuel Vicente Duque,Javier Wadi Curi,Vigente,No aplica
2016,AD-022-2016,2016-12-27,"Por el cual se establecen los factores de subsidio para los estratos 1, 2 y 3 y los factores de aporte solidario para los estratos 5, 6, industrial y comercial en los servicios de acueducto, alcantarillado y aseo para la ciudad de cartagena",4,Servicios publicos,Manuel Vicente Duque,Javier Wadi Curi,Vigente,No aplica
2016,AD-023-2016,2016-12-27,Por el cual se autoriza al alcalde del distrito de cartagena para transferir a la empresa de desarrollo urbano edurbe s a recursos del sistema general de participaciones de agua potable y saneamiento básico y participacion de proposito general  libre inversion para la ejecución de obras del sistema de alcantarillado pluvial del distrito de cartagena de indias,5,Gestion administrativa,Manuel Vicente Duque,Javier Wadi Curi,Vigente,No aplica
2016,AD-024-2016,2016-12-27,Por el cual se autoriza al alcalde de cartagena para contratar operaciones de credito publico en la modalidad de credito de proveedor como fuente de financiacion para la realizacion del proyecto centro administrativo distrital  cad de la alcaldia de cartagena de indias,5,Operaciones de credito,Manuel Vicente Duque,Javier Wadi Curi,Derogado,Derogado por el acuerdo 195 de 2025
2016,AD-025-2016,2016-12-30,Por medio del cual se modifica el acuerdo 041 de 2006 que contiene la normativa tributaria del distrito turistico y cultural de cartagena de indias,19,Finanzas Publicas,Manuel Vicente Duque,Javier Wadi Curi,Derogado,Derogado por el acuerdo 195 de 2025
2016,AD-026-2016,2016-12-31,"Por medio del cual se efectúa una incorporación al presupuesto de rentas, recursos de capital y recursos de fondos especiales; apropiaciones de funcionamiento y de servicio de la deuda del distrito de cartagena de indias para la vigencia fiscal 2016",4,Finanzas Publicas,Manuel Vicente Duque,Javier Wadi Curi,Derogado,Derogado por el acuerdo 195 de 2025
2017,AD-001-2017,2017-03-01,Por el cual se establece en el distrito turistico y cultural de cartagena de indias la condicion espcial de pagos de tributos distritales contemplada en el articulo 356 de la ley 1819 de 2016,5,Finanzas Publicas,Manuel Vicente Duque,Lewis Montero Polo,Vigente,No aplica
2017,AD-002-2017,2017-04-04,Por medio del cual se efectúa una incorporación en el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento y de servicio de la deuda del distrito de cartagena de indias para la vigencia fiscal 2017 por valor de ochenta y tres mil cuatrocientos noventa y seis millones ochocientos quince mil sesenta y un pesos con setenta y tres centavos 8349681506173,4,Finanzas Publicas,Manuel Vicente Duque,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2017,AD-003-2017,2017-05-09,Por medio del cual se autoriza al alcalde mayor de cartagena de indias para realizar operaciones de crédito público como fuente de financiación al programa de inversiones del plan de desarrollo 2016 2019 primero la gente para una cartagena sostenible y competitiva,6,Operaciones de credito,Manuel Vicente Duque,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2017,AD-004-2017,2017-05-09,Por medio del cual se efectúa una incorporación en el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento inversión y de servicio de la deuda del distrito de cartagena de indias d t y c para la vigencia fiscal 2017por valor de veinticuatro mil cuatrocientos cuarenta y nueve millones ciento cuarenta y siete mil cuatrocientos un pesos con cuarenta y un centavos m cte 2444914740141,4,Finanzas Publicas,Manuel Vicente Duque,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2017,AD-005-2017,2017-05-09,Por medio del cual se autoriza al gerente de corvivienda establecimiento publico del orden distrital para la asuncion de compromisos con cargo al presupuesto de vigencias futuras ordinarias 2018 y 2019,6,Vigencias futuras,Manuel Vicente Duque,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2017,AD-006-2017,2017-07-24,Por medio del cual se efectua una incorporación en el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento y de servicio de la deuda del distrito de cartagena de indias por valor de cincuenta y nueve mil ciento sesenta y cinco millones trescientos veintiocho mil ciento treinta y seis pesos con cuatro centavos m/cte 5916532813604 para la vigencia fiscal 2017 y se dictan otras disposiciones,7,Finanzas Publicas,Manuel Vicente Duque,Lewis Montero Polo,Derogado,No aplica
2017,AD-007-2017,2017-11-23,Por el cual se establecen los grados de asignacion basica para unas categorias de empleos contempladas en la ley 1310de 2009,2,Gestion administrativa,Sergio Londoño Zurek,Lewis Montero Polo,Vigente,No aplica
2017,AD-008-2017,2017-12-15,Por medio del cual se efectua una incorporación en el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento y de servicio de la deuda del distrito de cartagena de indias y traslados presupuestales entre unidades ejecutoras para la vigencia fiscal 2017,8,Finanzas Publicas,Sergio Londoño Zurek,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2017,AD-009-2017,2017-12-18,Por el cual se aprueba el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento y de servicio de la deuda del distrito asi como el plan de inversiones para la vigencia fiscal 2018 en el distrito turistico y cultural de cartagena de indias,111,Finanzas Publicas,Sergio Londoño Zurek,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2017,AD-010-2017,2017-12-27,Por medio del cual se autoriza al alcalde mayor del distrito turistico y cultural de cartagena de indias para la asuncion de vigencias futuras excepcionales con cargo al  presupuesto de la vigencia 2018,10,Vigencias futuras,Sergio Londoño Zurek,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2017,AD-011-2017,2017-12-27,Por medio del cual se autoriza al alcalde mayor del distrito turistico y cultural de cartagena de indias para la asuncion de compromisos con cargo al presupuesto de vigencias futuras ordinarias 2018,5,Vigencias futuras,Sergio Londoño Zurek,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2017,AD-012-2017,2017-12-29,por medio del cual se efectua una incorporación en el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento y de servicio de la deuda del distrito de cartagena de indias vigencia fiscal 2017 y se dictan otras disposiciones,5,Finanzas Publicas,Sergio Londoño Zurek,Lewis Montero Polo,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-001-2018,2018-01-04,Por medio del cual se declara el dia de la persona sorda en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,3,inclusion social,Irvin Perez Muñoz,Lewis Montero Polo,Vigente,No aplica
2018,AD-002-2018,2018-04-17,Por el cual se deroga el acuerdo 020 del 27 de noviembre de 2015 por el cual se modificó parcialmente el reglamento del concejo acuerdo 018 de 2003 actualizado y concordado con los acuerdos no 031 de diciembre 29 de 2005 042 de diciembre 21 de 2006 018 de octubre 29 de 2015 se reglamenta el proceso de elección de contralor distrital de cartagena de indias y se dictan otras disposiciones,3,Organos de control,Johny Ordosgoita Osorio,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-003-2018,2018-05-25,Por el cual se reglamenta el ejercicio del control politico se implementa la presentacion del informe de gestion institucional de las oficinas de control interno del orden centralizado y descentralizado del distrito de cartagena de indias ante el concejo se integran al reglamento del concejo de cartagena y se dictan otras disposiciones,2,Reglamento concejo,Antonio Quinto Guerra,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-004-2018,2018-05-31,Medio del cual se efectua una incorporación en el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento y de servicio de la deuda del distrito de cartagena de indias se realizan unos traslados presupuestales entre unidades ejecutoras para la vigencia fiscal 2018 y se dictan otras disposiciones,7,Finanzas Publicas,Antonio Quinto Guerra,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-005-2018,2018-09-06,Por medio del cual se autoriza al personero distrital de cartagena de indias para que expida el acto administrativo a traves del cual se adopta la imagen corporativa y/o institucional de la personería distrital de cartagena de indias conformado por el logo y el eslogan y se dictan otras disposiciones,4,Organos de control,Yolanda Wong,Wilson Ernesto Toncel,Vigente,No aplica
2018,AD-006-2018,2018-09-06,Por medio del cual se efectua una incorporación en el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento y de servicio de la deuda del distrito de cartagena de indias se realizan unos traslados presupuestales entre unidades ejecutoras para la vigencia fiscal 2018 y se dictan otras disposiciones,5,Finanzas Publicas,Yolanda Wong,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-007-2018,2018-09-17,Por medio deL cual se crea el fondo de bienestar social de la contraloria distrital de cartagena,14,Organos de control,Yolanda Wong,Judith Diaz Agamez,Vigente,No aplica
2018,AD-008-2018,2018-09-17,Por medio del cual se crea un comite tecnico para la formulacion del protocolo de informacion para una vida libre de violencias basadas en genero soy mujer y tengo derechos,7,inclusion social,Yolanda Wong,Wilson Ernesto Toncel,Vigente,No aplica
2018,AD-009-2018,2018-09-17,Por medio del cual se declaran de interes general y se institucionaliza el circuito cultural anual de cartagena de indias distrito turistico y cultural,4,"Artes, patrimonio y cultura",Yolanda Wong,Wilson Ernesto Toncel,Vigente,No aplica
2018,AD-010-2018,2018-09-25,Por medio del cual se autoriza al alcalde mayor del distrito turistico y cultural de cartagena de indias para la asuncion de compromisos con cargo al presupuesto de vigencias futuras ordinarias 2019 y se dictan otras disposiciones,5,Vigencias futuras,Pedrito Pereira,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-011-2018,2018-09-25,Por el cual se rediseña la estructura administrativa planta de cargos escala salarial para las diferentes categorias de empleos del concejo de cartagena de indias d t y c y se dictan otras disposiciones,5,Reglamento concejo,Pedrito Pereira,Wilson Ernesto Toncel,Vigente,No aplica
2018,AD-012-2018,2018-09-25,Por medio del cual se proponen ajustes en las tasas de intereses moratorios aplicables a las deudas tributarias y se dictan otras disposiciones,4,Finanzas Publicas,Pedrito Pereira,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-013-2018,2018-09-25,Por medio del cual se efectua una incorporación en el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones realizan traslados presupuestales entre unidades ejecutoras para la vigencia fiscal 2018 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,9,Finanzas Publicas,Pedrito Pereira,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-015-2018,2018-11-29,Por medio del cual se autoriza al alcalde mayor del distrito turistico y cultural de cartagena de indias para la asuncion de vigencias futuras excepcionales,8,Vigencias futuras,Pedrito Pereira,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-016-2018,2018-12-11,por el cual se aprueba el presupuesto de rentas recursos de capital y recursos de fondos especiales las apropiaciones de funcionamiento y de servicio de la deuda así como el plan de inversiones para la vigencia fiscal del 1 de enero al 31 de diciembre de 2019 en el distrito turístico y cultural de cartagena de indias,112,Finanzas Publicas,Martha Seidel Peralta,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-017-2018,2018-12-20,Por el cual se crea un cargo transitorio de profesional universitario cargo codigo 219 grado 20 en la planta de personal de la contraloria distrital de cartagena de indias en cumplimiento de una sentencia judicial,4,Organos de control,Jose Carlos Puello,Lewis Montero Polo,Vigente,No aplica
2018,AD-018-2018,2018-12-20,Por el cual se normaliza en tiempo la gestion del alcalde para que proponga un acuerdo en donde se adopte el plan maestro para el uso de la bicicleta en el distrito turistico y cultural de cartagena de indias,6,movilidad,Jose Carlos Puello,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-019-2018,2018-12-20,Por medio del cual se definen los lineamientos para la creacion del sistema distrital de propiedad horizontal de cartagena conformado por el concejo distrital de propiedad horizontal y los consejos locales de propiedad horizontal,7,Habitat y vivienda,Jose Carlos Puello,Wilson Ernesto Toncel,Vigente,No aplica
2018,AD-020-2018,2018-12-24,Por medio del cual se autoriza al alcalde mayor del distrito turistico cultural de cartagena de indias para la asuncion de compromisos con cargo al presupuesto de vigencias futuras ordinarias 2019,5,Vigencias futuras,Pedrito Pereira,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-021-2018,2018-12-28,Por medio del cual se autoriza al alcalde mayor de cartagena de indias d t y c para celebrar una prorroga al contrato de concesión no 91333889 celebrado entre el distrito turistico y cultural de cartagena de indias y la union temporal ingeniería suministros y montajes s a ism s a electroconstrucciones ltda hoy ecosodio s a  electroconstrucciones ltda de fecha 27 de octubre de1998 y se dictan otras disposiciones,3,Gestion contractual,Pedrito Pereira,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-022-2018,2018-12-29,Por medio del cual se efectua una incorporacion en el presupuesto de rentas recursos de capital y recursos de fondos especiales apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones para la vigencia fiscal 2018 en el distrito turistico y cultural de cartagena de indias,5,Finanzas Publicas,Pedrito Pereira,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2018,AD-023-2018,2018-12-29,Por medio del cual se autoriza al alcalde mayor del distrito turistico y cultural de cartagena de indias para compromoter con cargo al presupuesto de 2019 vigencias futuras ordinarias,5,Vigencias futuras,Pedrito Pereira,Wilson Ernesto Toncel,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-001-2019,2019-05-09,Por medio del cual se efectua una incorporacion en el presupuesto de la vigencia fiscal 2019 se realizan unos traslados entre unidades ejcutoras y se dictan otras disposiciones,8,Finanzas Publicas,Pedrito Pereira,Oscar Alfonso Marin,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-002-2019,2019-05-21,Por medio del cual se autoriza a la mesa directiva del concejo distrital de cartagena de indias para que realice el proceso para la elaboracion de un logo como imagen corporativa del concejo y expida el acto administrativo a traves del cual adopta la imagen corporativa y/o institucional del concejo distrital de cartagena conformado por el logo y el eslogan y se dictan otras disposiciones,3,Reglamento concejo,Pedrito Pereira,Oscar Alfonso Marin,Vigente,No aplica
2019,AD-003-2019,2019-05-21,Por medio del cual se designa el estadio de beisbol de cartagena de indias con el nombre de estadio de beisbol 11 de noviembre abel leal diaz,2,gestion de bienes y patrimonio,Pedrito Pereira,Oscar Alfonso Marin,Vigente,No aplica
2019,AD-005-2019,2019-08-01,Por medio del cual se autoriza al alcalde mayor de cartagena de indias dt y c para ceder a titulo gratuito el dominio de predios fiscales ocupados con viviendas de interes social antes del 30 de noviembre de 2001 de conformidad con el articulo 2 de la ley 1001 de 2005 y se dictan otras disposiciones,7,Cesion de predios o bienes,Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-006-2019,2019-09-18,Por medio del cual se crea la casa museo alejandro obregon para preservar y difundir el legado artistico plastico del maestro alejandro obregon pintor y escultor colomboespañol para algunos denominado padre del arte moderno en colombia y del movimiento del expresionismo grafico,3,"Artes, patrimonio y cultura",Pedrito Pereira,Rafael Meza Perez,Vigente,No aplica
2019,AD-007-2019,2019-09-23,Por medio del cual se autoriza al alcalde mayor de cartagena de indias para enajenar las cuotas partes que el distrito turistico y cultural de cartagena de indias posee en los bienes inmuebles con matricula inmobiliaria nos 06032920 у 06080777,2,gestion de bienes y patrimonio,Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-008-2019,2019-09-23,Por medio del cual se autoriza al alcalde del distrito de cartagena la celebracion de un contrato de comodato de uso con la arquidiocesis de cartagena,5,Gestion contractual,Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-009-2019,2019-09-23,Por medio del cual se modifica el acuerdo 020 del 2006 y se establece el sistema distrital de discapacidad e inclusion socialsdd en el distrito turistico y cultural de cartagena de indias,26,inclusion social,Pedrito Pereira,Rafael Meza Perez,Vigente,No aplica
2019,AD-010-2019,2019-10-07,Por medio del cual se conforma la comision de concertacion y decision del sistema distrital de juventudes para la planeacion concertacion de agendas publicas y generacion de los mecanismos de ejecucion de las mismas en el distrito de cartagena de indias,8,inclusion social,Edgar Marin Tamara,Rafael Meza Perez,Vigente,No aplica
2019,AD-011-2019,2019-10-08,Por el cual actualiza la politica publica cartageneras en pleno goce de nuestros derechos para la igualdad de genero de las mujeres del area urbana corregimientos y territorio insular del distrito de cartagena de indias,12,inclusion social,Edgar Marin Tamara,Rafael Meza Perez,Vigente,No aplica
2019,AD-012-2019,2019-10-16,Por medio del cual se autoriza al alcalde mayor de cartagena de indias dt y c para ceder a titulo gratuito el dominio de predios fiscales ocupados con viviendas de interes social antes del 30 de noviembre de 2001 de conformidad con el articulo 2 de la ley 1001 de 2005 y se dictan otras disposiciones,7,Cesion de predios o bienes,Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-013-2019,2019-10-18,Por medio del cual se modifica y adiciona el acuerdo 041 de 2006 y se dictan otras disposiciones en materia tributaria,31,Finanzas Publicas,Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-014-2019,2019-11-14,Por medio del cual se autoriza al alcalde distrital de cartagena de indias para la compra del terreno para la reubicacion de las familias indigenas del cabildo indigena zeno de membrillal caizem,5,gestion de bienes y patrimonio,Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-015-2019,2019-11-13,Por medio del cual se destina un porcentaje de la contraprestacion portuaria del distrito de cartagena de indias para la financiacion del macroproyecto para la restauracion de ecosistemas degradados del canal del dique se otorgan autorizaciones y se dictan otras disposiciones,4,Finanzas Publicas,Pedrito Pereira,Rafael Meza Perez,Vigente,No aplica
2019,AD-016-2019,2019-10-08,Por medio el cual se institucionaliza la realizacion de las cabalgatas de la virgen de la candelaria y de las velitas en honor a la sagrada inmaculada concepcion en el distrito de cartagena y se dictan otras disposiciones,3,"Artes, patrimonio y cultura",Edgar Marin Tamara,Cesar Pion Gonzales,Vigente,No aplica
2019,AD-018-2019,2019-12-23,Por el cual se aprueba el presupuesto de rentas recursos de capital y recursos de fondos especiales las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones para la vigencia fiscal del 1 de enero al 31 de diciembre de 2020 en el distrito turistico y cultural de cartagena de indias,116,Finanzas Publicas,Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-019-2019,2019-12-27,Por medio del cual se modifica el acuerdo 021 de 2016,2,Planeacion y politicas publicas,Pedrito Pereira,Rafael Meza Perez,Vigente,No aplica
2019,AD-020-2019,2019-12-27,Por el cual se autoriza al alcalde mayor de cartagena a celebrar un otrosi al contrato no 91333889 de octubre 27 de 1998 celebrado entre la union temporal ingenieria suministros y montajes ism sa electroconstrucciones ltda hoy ecosodio sa electro construcciones ltda y se dictan otras disposiciones,4,Gestion contractual,Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-021-2019,2019-12-27,Por medio del cual se faculta al alcalde mayor de cartagena de indias para que adopte la politica publica cuyo objeto es establecer los lineamientos para promover entornos escolares alimentarios saludables desde un enfoque de realizacion del derecho humano a la alimentacion y nutricion adecuada dhana de niñas niños y adolescentes nna,5,Planeacion y politicas publicas,Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-022-2019,2019-12-30,Por el cual se modifica el acuerdo 041 de 2006 en materia de alumbrado publico y se dictan otras disposiciones,6,Servicios publicos,Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-023-2019,2019-12-30,Por medio del cual se crea el observatorio de la familia en el distrito de cartagena de indias d t y c,7,Gestion administrativa,Pedrito Pereira,Rafael Meza Perez,Vigente,No aplica
2019,AD-024-2019,2019-12-30,Por medio del cual se crea el consejo de paz reconciliacion convivencia y derechos humanos de cartagena dt y cy se dictan otras disposiciones,12,"Convivencia, Derechos Humanos y Paz",Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2019,AD-025-2019,2019-12-31,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital y recursos de fondos especiales; las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones para la vigencia fiscal del 1 de enero al 31 de diciembre de 2019 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,6,Finanzas Publicas,Pedrito Pereira,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2020,AD-026-2020,2020-04-17,Por medio del cual se establecen beneficios de reduccion en las tasas de intereses moratorios aplicables a las deudas tributarias de las vigencias 2019 y anteriores y se dictan otras disposiciones en materia tributaria,5,Beneficios tributarios,William Dau,David Caballero,Derogado,Derogado por el acuerdo 195 de 2025
2020,AD-027-2020,2020-06-12,Por medio del cual se adopta el plan de desarrollo del distrito turistico y cultural de cartagena de indias 20202023 salvemos juntos a cartagena por una cartagena libre y resiliente,38,Plan de Desarrollo,William Dau,David Caballero,Vigente,No aplica
2020,AD-028-2020,2020-07-01,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital y recursos de fondos especiales: las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones para la vigencia fiscal del 1 de enero al 31 de diciembre de 2020 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,David Caballero,Derogado,Derogado por el acuerdo 195 de 2025
2020,AD-029-2020,2020-07-10,Por medio del cual be crea la comision legal para la equidad de la mujer en el concejo distrital de cartagena de indias y se dictan otras disposiciones,9,inclusion social,William Dau,David Caballero,Vigente,No aplica
2020,AD-030-2020,2020-08-06,Por medio del cual se establece el plan de saneamiento fiscal parcial del distrito de cartagena en lo correspondiente a cuentas por pagar del nivel central de la alcaldia mayor del distrito de cartagena de indias deficit parcial del ider y del datt y se establecen otras disposiciones,2,Finanzas Publicas,William Dau,David Caballero,Vigente,No aplica
2020,AD-031-2020,2020-09-23,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital y recursos de fondos especiales las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones para la vigencia fiscal del 1 de enero al 31 de diciembre de 2020 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,6,Finanzas Publicas,William Dau,David Caballero,Derogado,Derogado por el acuerdo 195 de 2025
2020,AD-032-2020,2020-11-05,Por medio del cual se realiza una incorporacion en el presupuesto de rentas recursos de capital y recursos de fondos especiales las apropiaciones de funcionamiento y de servicio de la deuda asi como el plan de inversiones para la vigencia fiscal del 1 de enero al 31 de diciembre de 2020 en el distrito turistico y cultural de cartagena de indias y se dictan otras disposiciones,5,Finanzas Publicas,William Dau,David Caballero,Derogado,Derogado por el acuerdo 195 de 2025
