vigencia,ID_acuerdo,fec_sanc,titulo,articulado,tema,alcalde,pre_concejo,estado_acuerdo,obs_vigencia
2008,AD-001-2008,2008-03-13,"Por medio se adiciona el acuerdo 024 de diciembre 27 de 2004, mediante el cual se establecen normas de conducta ciudadana en el Distrito de Cartagena y se dictan otras disposiciones",2,Comportamiento ciudadano,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-002-2008,2008-06-05,"Por medio del cual se adopta el plan de desarrollo economico, social y de obras publicas del distrito turistico y cultural de cartagena 2008-2011 por una sola Cartagena",74,Plan de Desarrollo,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Vigente,No aplica
2008,AD-003-2008,2008-06-11,Por el cual se modifica el acuerdo 048 de 03 de diciembre de 2007 por el cual se establece la escala de remuneracion correspondiente a las distintas categorias de empleos de la alcaldia mayor de cartagena de indias,4,Gestion administrativa,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Vigente,No aplica
2008,AD-004-2008,2008-07-30,Por el cual se autoriza a la alcaldesa mayor de cartagena de indias d t y c a efectuar cesión gratuita de varios bienes inmuebles para el funcionamiento de estaciones sub estaciones de policía y centros de atención inmediata de la policía metropolitana de cartagena de indias,5,Cesion de predios o bienes,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-005-2008,2008-08-12,Por medio de la cual se crea el sistema integral de orientacion vocacional y profesional a estudiantes del distrito de cartagena -siovo,5,Educacion,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Vigente,No aplica
2008,AD-006-2008,2008-08-12,Por el cual se establecen medidas para promover la donación voluntaria de sangre en el D T y C de Cartagena de Indias,4,Salud,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Vigente,No aplica
2008,AD-007-2008,2008-08-12,"Por el cual se incorpora el Colegio Mayor de Bolivar al Distrito de Cartagena de Indias, D. T. y C. y se dictan otras disposiciones",3,Gestion administrativa,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Vigente,No aplica
2008,AD-008-2008,2008-08-12,"Por el que se autoriza al alcalde mayor para convertir la deuda derivada del prestamo n° 1089/oc-co de marzo 14 de 1998, firmado entre el distrito de cartagena de indias y el BID, de dolares a pesos colombianos y de tasa variable a fija",4,Operaciones de credito,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-009-2008,2008-08-12,Por el cual se concede una autorizacion a la alcaldesa mayor del Distrito de Cartagena para ceder un inmueble al Instituto Nacional de Medicina Legal y Ciencias Forenses,2,Cesion de predios o bienes,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-010-2008,2008-08-12,Por el cual se autoriza comprometer vigencias futuras excepcionales para la ejecución del proyecto denominado entrega en concesion de dos establecimientos educativos por parte del distrito en el marco de los programas de inversión contemplados en el plan nacional de desarrollo 2006 - 2010,4,Vigencias futuras,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-011-2008,2008-08-12,Por medio del cual se constituye el censo de perros potencialmente peligrosos en d. t. y. c de cartagena de indias y se dictan otras disposiciones,8,Proteccion animal,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-012-2008,2008-08-28,Por el cual se faculta a la alcaldesa mayor de cartagena de indias d t y c para contratar el encargo fiduciario de administracion del patrimonio autonomo del fondo de pensiones del distrito de cartagena de indias,4,Gestion contractual,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-013-2008,2008-08-28,"Por el cual se reglamenta la organización del fondo de salud del distrito turístico y cultural cartagena de indias, la operación y registro de las cuentas maestras para el manejo de los recursos del fondo de salud y se dictan otras disposiciones",10,Salud,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Vigente,No aplica
2008,AD-014-2008,2008-09-09,Por medio del cual se modifica el acuerdo no. 005 del 13 de mayo de 1996,8,Derechos humanos,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-015-2008,2008-09-10,Por el cual se concede una autorización al alcalde para comprometer vigencias futuras tendientes a la financiacion del sistema integrado de transporte masivo,6,Vigencias futuras,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-016-2008,2008-09-10,Por el cual se ordena el cobro de una contribución de valorización por beneficio general para la realización  de un conjunto de obras y se dictan otras disposiciones,8,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-017-2008,2008-10-22,"Por el cual se efectua una adicion y un traslado en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal de 2008",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-018-2008,2008-12-05,Por el cual se reajustan los salarios de los funcionarios del distrito turistico y cultural de cartagena de indias,2,Gestion administrativa,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-019-2008,2008-12-10,Por el cual se concede una autorización a la alcaldesa mayor del distrito de cartagena para comprometer vigencias futuras tendientes a la efectiva continuidad en la prestación de servicios y adquisición de bienes dentro del primer trimestre de la vigencia fiscal 2009,2,Vigencias futuras,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-020-2008,2008-12-12,Por el cual se establece la escala de remuneracion correspondiente a las distintas categorias de empleos de la alcaldia mayor de cartagena de indias d t y c,2,Gestion administrativa,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Vigente,No aplica
2008,AD-021-2008,2008-12-17,Por el cual se otorgan facultades a la alcaldesa del distrito turistico y cultural de cartagena para celebrar operaciones de credito publico y asimiladas hasta por la suma de $100.000 millones de pesos mlc,3,Operaciones de credito,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2008,AD-022-2008,2008-12-17,"Por el cual se aprueba el presupuesto de rentas, recursos de capital y recursos de fondos especiales; apropiaciones de funcionamiento y de servicio de la deuda del distrito, asi como el plan de inversiones para la vigencia Fiscal 2009 en el Distrito turistico y cultural de de Cartagena de indias",101,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Derogado,Derogado por el acuerdo 195 de 2025
2009,AD-001-2009,2009-01-29,"Por medio del cual se fijan los lineamientos que enmarcaran la política pública Distrital para la prevención y rehabilitación de consumo de tabaco, alcohol y otras sustancias psicoactivas, en niños, y adolescentes en Cartagena de indias",15,Salud,Judith Del Carmen Pinedo Florez,David Dager Lequerica,Vigente,No aplica
2009,AD-002-2009,2009-01-26,Por el cual se modifica algunas disposiciones del acuerdo 041 de 2006 (estatuto tributario distrital),10,Finanzas Publicas,Judith Del Carmen Pinedo Florez,David Dager Lequerica,Vigente,No aplica
2009,AD-003-2009,2009-03-20,Por medio del cual se institucionaliza el proceso de presupuesto participativo en el distrito de cartagena de indias como sistema de fortalecimiento y desarrollo del sistema distrital de planeación y se dictan otras disposiciones,19,descentralizacion,Judith Del Carmen Pinedo Florez,Alberto Bernal Jimenez,Vigente,No aplica
2009,AD-004-2009,2009-04-22,"Por el cual se efectúa una incorporación en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2009",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,David Dager Lequerica,Derogado,Derogado por el acuerdo 195 de 2025
2009,AD-005-2009,2009-05-12,"Por el cual se ordena la emisión de la estampilla para el bienestar del adulto mayor ""años dorados"" en Cartagena de indias D. I. y C., y se dictan otras disposiciones",14,Finanzas Publicas,Judith Del Carmen Pinedo Florez,David Dager Lequerica,Derogado,Derogado por el acuerdo 195 de 2025
2009,AD-006-2009,2009-06-08,Por el cual se autoriza a la alcaldesa mayor de cartagena de indias para realizar la cesion gratuita de predios de conformidad con lo dispuesto en la ley 1001 de 2005,2,Cesion de predios o bienes,Judith Del Carmen Pinedo Florez,David Dager Lequerica,Derogado,Derogado por el acuerdo 195 de 2025
2009,AD-007-2009,2009-08-03,Por el cual se incorpora el presupuesto del colegio mayor de bolivar al distrito de cartagena de indias en la vigencia fiscal 2009,3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,David Dager Lequerica,Derogado,Derogado por el acuerdo 195 de 2025
2009,AD-008-2009,2009-08-03,Por medio del cual se adiciona el libro cuarto título I capitulo Ill (de las relaciones de vecindad y comportamientos sociales del acuerdo 024 de diciembre 27 de 2004) normas de conducta y convivencia ciudadana,3,Comportamiento ciudadano,Judith Del Carmen Pinedo Florez,David Dager Lequerica,Derogado,Derogado por el acuerdo 195 de 2025
2009,AD-009-2009,2009-08-03,"Por el cual se efectúa una incorporación en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2009",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,David Dager Lequerica,Derogado,Derogado por el acuerdo 195 de 2025
2009,AD-010-2009,2009-08-05,Por el cual se crea la orquesta sinfonica infantil y juvenil  del Distrito Turistico y Cultural de Cartagena de Indias,8,"Artes, patrimonio y cultura",Vivian Elijaiek Juan,David Dager Lequerica,Vigente,No aplica
2009,AD-011-2009,2009-09-22,"Por el cual se autoriza comprometer vigencias futuras excepcionales para la ejecución del proyecto denominado entrega en concesión, por parte del distrito, de dos (2) Infraestructuras educativas, para que los concesionarios organicen, operen y presten en ellas el servicio público de educación formal, y se dictan otras disposiciones",9,Vigencias futuras,Judith Del Carmen Pinedo Florez,David Dager Lequerica,Derogado,Derogado por el acuerdo 195 de 2025
2009,AD-013-2009,2009-12-29,"Por el cual se aprueba el presupuesto de rentas, recursos de capital y recursos de fondos especiales; apropiaciones de funcionamiento y de servicio de la deuda del distrito de Cartagena de Indias para la vigencia fiscal de 2010",91,Finanzas Publicas,Judith Del Carmen Pinedo Florez,David Dager Lequerica,Derogado,Derogado por el acuerdo 195 de 2025
2009,AD-014-2009,2009-12-30,"Por el cual se fija y adecua la estructura, la organización y funcionamiento de la contraloría distrital de Cartagena de indias D.T. Y C., establece la planta de personal, y se dictan otras disposiciones",20,Organos de control,Alicia Saenz De Marenco,David Dager Lequerica,Vigente,No aplica
2009,AD-015-2009,2009-12-30,"Por el cual se efectúan traslados en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2009",3,Finanzas Publicas,Alicia Saenz De Marenco,David Dager Lequerica,Derogado,Derogado por el acuerdo 195 de 2025
2009,AD-016-2009,2009-12-30,Por el cual se autoriza a la alcaldesa mayor de Cartagena para comprometer vigencias futuras tendientes a la efectiva continuidad en la prestación de servicios indispensables para la administración y la adquisición de bienes dentro de los primeros cuatro meses de la vigencia fiscal 2010 y se dictan otras disposiciones,3,Vigencias futuras,Alicia Saenz De Marenco,David Dager Lequerica,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-001-2010,2010-04-13,Por el cual se otorgan facultades a la alcaldesa del distrito turistico y cultural de cartagena para celebrar operaciones de crédito público y asimiladas hasta por la suma de doce mil millones de pesos mlc y se dictan otras disposiciones,3,Operaciones de credito,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-002-2010,2010-04-26,"Por el cual se institucionaliza en el distrito de cartagena de indias, el concurso de pintura y escultura maestro Enrique Grau Araujo",3,"Artes, patrimonio y cultura",Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Vigente,No aplica
2010,AD-003-2010,2010-04-26,"Por el cual se modifica el acuerdo 024 de 2004, se ordena la compilacion de una normativa  y se dictan otras disposiciones",6,Comportamiento ciudadano,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Vigente,No aplica
2010,AD-004-2010,2010-04-30,"Por el cual se efectúa una incorporacion en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-005-2010,2010-04-30,"Por el cual se efectúa una incorporacion en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010",4,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-006-2010,2010-07-06,Por medio del cual se concede una autorizacion a la alcaldesa mayor del distrito de cartagena para ceder un inmueble al instituto nacional de medicina legal y ciencias forenses,2,Cesion de predios o bienes,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-007-2010,2010-07-19,Por el cual se institucionalizan los centros comunitarios de informatica,5,"Ciencia, Tecnologia, Innovacion",Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Vigente,No aplica
2010,AD-008-2010,2010-08-17,"Por el cual se autoriza comprometer vigencias futuras excepcionales para la ejecución del proyecto denominado ""remodelacion y ampliación del estadio jaime morón en el distrito de cartagena",6,Vigencias futuras,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-009-2010,2010-08-23,"Por medio del cual se conceden facultades a la alcaldesa mayor de cartagena de indias d.t y c para crear ""la corporacion museo historico de cartagena"" y se establecen otras disposiciones especiales",2,"Artes, patrimonio y cultura",Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-010-2010,2010-08-26,"Por el cual se efectúa una incorporacion en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-011-2010,2010-08-27,"por medio del cual efectúa una incorporación en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010, para la unidad ejecutora 07-secretaria de educación- por la suma de mil doscientos dieciséis millones seiscientos treinta y cuatro mil ciento dieciséis pesos moneda corriente (1.216.634.116.00)",2,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-012-2010,2010-09-06,"Por el cual se modifica el acuerdo no. 012 de 11 de diciembre de 2009, el cual establece la escala de remuneración correspondiente a las distintas categorías de empleos de la alcaldía mayor de cartagena de indias d. t. y c",3,Gestion administrativa,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Vigente,No aplica
2010,AD-013-2010,2010-09-06,"Por medio del cual se reajustan los salarios de los servidores públicos del nivel asistencial, técnico y profesional de la alcaldía mayor de cartagena para la vigencia fiscal 2010 y se dictan otras disposiciones",3,Gestion administrativa,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-014-2010,2010-09-17,"Por el cual se efectúa una incorporacion en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010 por la suma de $11.118.567.660.00",2,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-015-2010,2010-10-26,"Por el cual se determina el porcentaje de aporte solidario necesario para lograr y mantener el equilibrio entre las contribuciones y los subsidios en los servicios públicos domiciliarios de acueducto, alcantarillado y aseo, y se dictan otras disposiciones",2,Servicios publicos,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Vigente,No aplica
2010,AD-016-2010,2010-11-02,"Por el cual se autoriza a la alcaldesa mayor, distrito turístico y cultural de cartagena de indias comprometer vigencias futuras excepcionales, hasta por la suma de 15 mil millones de pesos, dirigidos a la ejecución de obras de construcción y recuperación de la malla vial del distrito",5,Vigencias futuras,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-017-2010,2010-11-18,"A través del cual se adiciona al acuerdo 020 de 2005 capitulo especial, de la rendición de cuentas y visibilidad de los concejales del distrito de Cartagena de indias",4,Reglamento concejo,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Vigente,No aplica
2010,AD-018-2010,2010-11-18,"Por medio del cual se efectúa un traslado en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010, por la suma de $365.000.000 para la unidad ejecutora ipcc",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-019-2010,2010-11-29,"Por el cual se efectúa una incorporacion en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-020-2010,2010-11-29,"Por el cual se efectúa una incorporacion en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010",2,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-021-2010,2010-12-07,"Por el cual se efectúa una incorporacion en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010, y se dictan otras disposiciones",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-022-2010,2010-12-07,"Por medio del cual efectúa una incorporación al presupuesto de ingresos y gastos del distrito de cartagena para la vigencia fiscal de 2010, por la suma de $4.790.423.262,00",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-023-2010,2010-12-10,"Por el cual se efectúa una incorporacion en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010 por la suma de $22.045.708.341.00",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-024-2010,2010-12-10,"Por medio del cual se autoriza a la alcaldesa distrital de cartagena de indias d. t y c, para celebrar contrato de comodato con coodisbol sobre parte de un inmueble de propiedad del distrito",2,Gestion contractual,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-025-2010,2010-12-10,"por medio del cual se efectúa una incorporacion en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-026-2010,2010-12-10,Por el cual se adoptan medidas para la capacitación en materia de contratación pública en el distrito turístico y cultural de cartagena de indias,3,Gestion contractual,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Vigente,No aplica
2010,AD-027-2010,2010-12-13,"Por el cual se establecen medidas de protección y acompanamiento para las familias en proceso de reubicación y situacion de desastres, y se crea el comité permanente de reasentamiento y reubicación de comunidades ubicadas en alto riesgo",5,Gestion de riesgos y emergencias,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Vigente,No aplica
2010,AD-028-2010,2010-12-14,"Por el cual se efectúa una incorporacion en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2010",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Vigente,No aplica
2010,AD-029-2010,2010-12-14,Por el cual se autoriza a la alcaldesa mayor de cartagena para comprometer vigencias futuras tendientes a la efectiva continuidad en la prestación de servicios indispensables para la administración y la adquisición de bienes dentro de los primeros dos meses de la vigencia fiscal 2011,1,Vigencias futuras,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-030-2010,2010-12-14,Por medio del cual se autoriza a la alcaldesa mayor de cartagena para incorporar mediante decreto los recursos por concepto de mayores ingresos provenientes de diferentes fuentes de financiación de 2010,3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-031-2010,2010-12-20,"Por el cual se faculta a la personera distrital de cartagena de indias, para que modifique y nivele las asignaciones salariales de los empleos que conforman la planta global de cargos de la personeria de cartagena de indias en los niveles profesional, tecnico, asistencial, personeros delegados y jefe de oficina, y se dictan otras disposiciones",4,Organos de control,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2010,AD-032-2010,2010-12-22,Por el cual se aprueba el presupuesto de recursos. recursos de capital y recursos de fondos especiales; apropiaciones de funcionamiento y de servicio de la deuda del distrito de cartagena de indias para la vigencia fiscal de 2011,91,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Alfredo Diaz Ramirez,Derogado,Derogado por el acuerdo 195 de 2025
2011,AD-001-2011,2011-02-22,Por medio del cual se establecen unas condiciones especiales de reducción de intereses y sanciones sobre impuestos del orden distrital conforme a la ley 1430 de 2010 y se dictan otras disposiciones,8,Beneficios tributarios,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Derogado,Derogado por el acuerdo 195 de 2025
2011,AD-002-2011,2011-04-06,"Por el cual se efectúa una adicion en el presupuesto de ingresos, gastos e inversiones de la vigencia fiscal 2011",3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Derogado,Derogado por el acuerdo 195 de 2025
2011,AD-003-2011,2011-05-04,"Por medio del cual se establece el comparendo ambiental creado por la ley 1259 de 2008 en el distrito turistico y cultural de cartagena de indias, y se dictan otras disposiciones",4,Ambiente,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Vigente,No aplica
2011,AD-004-2011,2011-05-04,"Por medio del cual se institucionaliza el uso del sistema de información para la gobernabilidad sigob, en el distrito de cartagena de indias d. t y c, y se dictan otras disposiciones",5,"Ciencia, Tecnologia, Innovacion",Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Vigente,No aplica
2011,AD-005-2011,2011-05-05,Por el cual se establecen medidas para promover la corresponsabilidad social en la prevencion de accidentes de transito por consumo de alcohol en el distrito de cartagena y se dictan otras disposiciones,3,Comportamiento ciudadano,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Vigente,No aplica
2011,AD-006-2011,2011-05-05,Por medio del cual se establecen medidas para propender el empoderamiento ciudadano en la contratación publica para el desarrollo del distrito de cartagena y se dictan otras disposiciones,3,Gestion contractual,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Vigente,No aplica
2011,AD-007-2011,2011-05-05,Por el cual se modifica el presupuesto del distrito de cartagena de indias d t y c en la vigencia fiscal de 2011 y se dictan otras disposiciones,3,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Vigente,No aplica
2011,AD-008-2011,2011-05-16,"Por el cual se crea el comité de vigilancia, seguimiento y control a las intervenciones del espacio publico del distrito de cartagena que efectuen las empresas de servicios publicos domiciliarios y otros particulares; se establecen unas condiciones para dichas intervenciones, y se dictan otras disposiciones",7,Gobernanza urbana,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Vigente,No aplica
2011,AD-010-2011,2011-08-09,"Por el cual se crea en el distrito de cartagena de indias, el comité de la defensoria ciudadana del espacio publico",7,Gobernanza urbana,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Vigente,No aplica
2011,AD-011-2011,2011-09-05,Por medio del cual se modifica el acuerdo 021 de 2008 y se dictan otras disposiciones,2,Operaciones de credito,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Derogado,Derogado por el acuerdo 195 de 2025
2011,AD-012-2011,2011-11-25,"Por el cual se establece una nueva escala salarial los empleos que conforman la planta global de cargos del concejo de cartagena de indias d. t. y c., y se dictan otras disposiciones",3,Gestion administrativa,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Derogado,Derogado por el acuerdo 195 de 2025
2011,AD-013-2011,2011-12-09,Por el cual se crea el comité interinstitucional para la prevencion y erradicacion del trabajo infantil y la proteccion del menor trabajador en el distrito de cartagena de indias,7,"Infancia, adolescencia y juventud",Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Vigente,No aplica
2011,AD-014-2011,2011-12-12,"Por medio del cual se institucionaliza el programa de emergencia social pedro romero pes, en el distrito de cartagena de indias d. t y c, y se dictan otras disposiciones",7,Politica Social,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Vigente,No aplica
2011,AD-015-2011,2011-12-19,"Por el cual se aprueba el presupuesto de Rentas, Recursos de Capital y Recursos de Fondos Especiales: Apropiaciones",93,Finanzas Publicas,Judith Del Carmen Pinedo Florez,Antonio Quinto Guerra Varela,Derogado,Derogado por el acuerdo 195 de 2025
2012,AD-001-2012,2012-07-04,"Por medio del cual se adopta el plan de desarrollo económico, social y de obras públicas, del distrito turístico y cultural de cartagena de indias - ""en cartagena hay campo para todas y todos 2012-2015",100,Plan de Desarrollo,Campo Elias Teran Dix,Rafael Meza Perez,Vigente,No aplica
2012,AD-002-2012,2012-08-13,"Por medio del cual se determinan los porcentajes de los factores de subsidio y los factores de aporte solidario para los servicios públicos domiciliarios de acueducto, alcantarillado y aseo en el distrito turístico y cultural de Cartagena de indias",5,Servicios publicos,Campo Elias Teran Dix,Rafael Meza Perez,Vigente,No aplica
2012,AD-003-2012,2012-08-17,Por medio del cual se armoniza el presupuesto de la vigencia fiscal 2012 conforme al acuerdo 001 de 2012,3,Finanzas Publicas,Felipe Merlano De La Ossa,Rafael Meza Perez,Derogado,Derogado por el acuerdo 195 de 2025
2012,AD-004-2012,2012-08-24,Mediante el cual se declara el dia sin ruido en el distrito turistico y cultural de cartagena de indias y se distan otras disposiciones,4,Ambiente,Felipe Merlano De La Ossa,Rafael Meza Perez,Vigente,No aplica
2012,AD-005-2012,2012-08-24,Por medio del cual se crea el programa cartagena verde y recicladora,4,Ambiente,Felipe Merlano De La Ossa,Rafael Meza Perez,Vigente,No aplica
2012,AD-006-2012,2012-08-24,Por medio del cual en el distrito de cartagena de indias se democratiza la titularidad de acciones y ofrece a sus conciudadanos trabajadores y en general al sector solidario de la ciudad condiciones especiales para acceder a la propiedad estatal,5,gestion de bienes y patrimonio,Felipe Merlano De La Ossa,Rafael Meza Perez,Vigente,No aplica
2012,AD-007-2012,2012-08-24,Por el cual se renombra una institucion educativa oficial del distrito de cartagena y se dictan otras disposiciones,3,gestion de bienes y patrimonio,Felipe Merlano De La Ossa,Rafael Meza Perez,Vigente,No aplica
2012,AD-008-2012,2012-08-27,"Mediante el cual se autoriza a gestionar, construir, efectuar convenios, dotar y reglamentar un centro integral de asistencia para el adulto mayor en el distrito de cartagena de indias",4,Politica Social,Felipe Merlano De La Ossa,Rafael Meza Perez,Vigente,No aplica
2012,AD-009-2012,2012-08-27,Por el cual se implementa el sistema bilingue en la señalizacion vial y peatonal en el distrito de cartagena,5,movilidad,Felipe Merlano De La Ossa,Rafael Meza Perez,Vigente,No aplica
2012,AD-010-2012,2012-08-27,Por medio del cual se oficializa el distintivo único distrital para vehiculos automotores en los que se transporten de manera continua personas minusvalidas,9,movilidad,Felipe Merlano De La Ossa,Rafael Meza Perez,Vigente,No aplica
